"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29020900902012","292090902012","51","3"
"G29020900902021","292090902021","59","4"
"G29020900902022","292090902022","60","4"
"G29020900902023","292090902023","62","4"
"G29020900904011","292090904011","67","5"
"G29020900904012","292090904012","62","4"
"G29020900904013","292090904013","59","4"
"G29020900904021","292090904021","68","5"
"G29020900904022","292090904022","64","5"
"G29020900904023","292090904023","75","6"
"G29020900905011","292090905011","67","5"
"G29020900905012","292090905012","73","6"
"G29020900905021","292090905021","48","3"
"G29020900905022","292090905022","74","6"
"G29020900905023","292090905023","46","2"
"G29020900905024","292090905024","48","3"
"G29020900906031","292090906031","53","3"
"G29020900906032","292090906032","53","3"
"G29020900906041","292090906041","47","3"
"G29020900906042","292090906042","42","2"
"G29020900906043","292090906043","33","1"
"G29020900906051","292090906051","71","6"
"G29020900906052","292090906052","46","2"
"G29020900906053","292090906053","60","4"
"G29020900906061","292090906061","60","4"
"G29020900906062","292090906062","70","6"
"G29021104801001","292114801001","91","9"
"G29021104801002","292114801002","84","8"
"G29021104801003","292114801003","90","9"
"G29021104802001","292114802001","94","9"
"G29021104802002","292114802002","87","8"
"G29021104803001","292114803001","90","9"
"G29021104803002","292114803002","93","9"
"G29021104803003","292114803003","93","9"
"G29021304801061","292134801061","70","6"
"G29021304801062","292134801062","70","6"
"G29021304801071","292134801071","66","5"
"G29021304801072","292134801072","66","5"
"G29021304801081","292134801081","83","8"
"G29021304801082","292134801082","84","8"
"G29021304801083","292134801083","84","8"
"G29021304801091","292134801091","74","6"
"G29021304801092","292134801092","74","6"
"G29021304802031","292134802031","87","8"
"G29021304802032","292134802032","97","10"
"G29021304802033","292134802033","93","9"
"G29021304802041","292134802041","47","3"
"G29021304802042","292134802042","47","3"
"G29021304802051","292134802051","72","6"
"G29021304802052","292134802052","72","6"
"G29021304802061","292134802061","46","2"
"G29021304802062","292134802062","35","2"
"G29021304802071","292134802071","73","6"
"G29021304802072","292134802072","70","6"
"G29021304802081","292134802081","66","5"
"G29021304802082","292134802082","43","2"
"G29021304803011","292134803011","66","5"
"G29021304803012","292134803012","54","3"
"G29021304803013","292134803013","77","7"
"G29021304803021","292134803021","77","7"
"G29021304803022","292134803022","66","5"
"G29021304803023","292134803023","81","7"
"G29021304803024","292134803024","67","5"
"G29021304803025","292134803025","65","5"
"G29021304804021","292134804021","78","7"
"G29021304804022","292134804022","82","7"
"G29021304804023","292134804023","79","7"
"G29021304804031","292134804031","73","6"
"G29021304804032","292134804032","92","9"
"G29021304804033","292134804033","80","7"
"G29021304804041","292134804041","69","5"
"G29021304804042","292134804042","94","10"
"G29021304805011","292134805011","45","2"
"G29021304805012","292134805012","57","4"
"G29021304805013","292134805013","38","2"
"G29021304805031","292134805031","GQ","GQ"
"G29021304805032","292134805032","64","5"
"G29021304805033","292134805033","53","3"
"G29021304805041","292134805041","74","6"
"G29021304805042","292134805042","82","8"
"G29021304805043","292134805043","76","6"
"G29021504801011","292154801011","85","8"
"G29021504801012","292154801012","76","6"
"G29021504801013","292154801013","72","6"
"G29021504801021","292154801021","GQ","GQ"
"G29021504801022","292154801022","91","9"
"G29021504801023","292154801023","89","9"
"G29021504802011","292154802011","94","10"
"G29021504802012","292154802012","93","9"
"G29021504802013","292154802013","94","10"
"G29021504802021","292154802021","69","5"
"G29021504802022","292154802022","86","8"
"G29021504803011","292154803011","76","6"
"G29021504803012","292154803012","75","6"
"G29021504803013","292154803013","78","7"
"G29021504803021","292154803021","96","10"
"G29021504803022","292154803022","95","10"
"G29021504803023","292154803023","96","10"
"G29021504804011","292154804011","58","4"
"G29021504804012","292154804012","81","7"
"G29021504804013","292154804013","67","5"
"G29021504804021","292154804021","90","9"
"G29021504804022","292154804022","97","10"
"G29021709501001","292179501001","90","9"
"G29021709501002","292179501002","90","9"
"G29021709501003","292179501003","69","5"
"G29021709502001","292179502001","81","7"
"G29021709502002","292179502002","47","3"
"G29021709503001","292179503001","100","10"
"G29021709503002","292179503002","95","10"
"G29021709503003","292179503003","87","8"
"G29021709503004","292179503004","88","8"
"G29021709503005","292179503005","78","7"
"G29021709503006","292179503006","91","9"
"G29021709504001","292179504001","91","9"
"G29021709504002","292179504002","98","10"
"G29021709504003","292179504003","91","9"
"G29021709505001","292179505001","66","5"
"G29021709505002","292179505002","63","5"
"G29021709506001","292179506001","91","9"
"G29021709506002","292179506002","91","9"
"G29021908201041","292198201041","38","2"
"G29021908201042","292198201042","52","3"
"G29021908201043","292198201043","62","4"
"G29021908201051","292198201051","62","4"
"G29021908201052","292198201052","67","5"
"G29021908201061","292198201061","79","7"
"G29021908201062","292198201062","50","3"
"G29021908201063","292198201063","72","6"
"G29021908201071","292198201071","74","6"
"G29021908201072","292198201072","83","8"
"G29021908201073","292198201073","52","3"
"G29021908201081","292198201081","48","3"
"G29021908201082","292198201082","48","3"
"G29021908201083","292198201083","48","3"
"G29021908201084","292198201084","48","3"
"G29021908201091","292198201091","67","5"
"G29021908201092","292198201092","52","3"
"G29021908202011","292198202011","25","1"
"G29021908202012","292198202012","33","1"
"G29021908202013","292198202013","24","1"
"G29021908202031","292198202031","36","2"
"G29021908202032","292198202032","39","2"
"G29021908202033","292198202033","44","2"
"G29021908202041","292198202041","56","4"
"G29021908202042","292198202042","55","3"
"G29022104601011","292214601011","87","8"
"G29022104601012","292214601012","82","8"
"G29022104601013","292214601013","94","10"
"G29022104601021","292214601021","80","7"
"G29022104601022","292214601022","86","8"
"G29022104601023","292214601023","88","8"
"G29022104602001","292214602001","82","8"
"G29022104602002","292214602002","81","7"
"G29022104602003","292214602003","80","7"
"G29022104602004","292214602004","86","8"
"G29022104603001","292214603001","87","8"
"G29022104604001","292214604001","85","8"
"G29022104604002","292214604002","92","9"
"G29022104604003","292214604003","84","8"
"G29022104604004","292214604004","89","9"
"G29022104605001","292214605001","85","8"
"G29022104605002","292214605002","85","8"
"G29022104605003","292214605003","85","8"
"G29022104605004","292214605004","85","8"
"G29022306901001","292236901001","85","8"
"G29022306901002","292236901002","90","9"
"G29022306901003","292236901003","83","8"
"G29022306901004","292236901004","87","8"
"G29022306901005","292236901005","95","10"
"G29022306902001","292236902001","73","6"
"G29022306902002","292236902002","81","7"
"G29022306902003","292236902003","77","7"
"G29022306902004","292236902004","88","8"
"G29022306903001","292236903001","92","9"
"G29022306903002","292236903002","92","9"
"G29022306903003","292236903003","92","9"
"G29022306903004","292236903004","93","9"
"G29022306904001","292236904001","94","10"
"G29022306904002","292236904002","92","9"
"G29022306904003","292236904003","92","9"
"G29022504701011","292254701011","61","4"
"G29022504701012","292254701012","88","8"
"G29022504701013","292254701013","36","2"
"G29022504701021","292254701021","75","6"
"G29022504701022","292254701022","59","4"
"G29022504701023","292254701023","53","3"
"G29022504702011","292254702011","55","3"
"G29022504702012","292254702012","79","7"
"G29022504702013","292254702013","90","9"
"G29022504702021","292254702021","72","6"
"G29022504702022","292254702022","52","3"
"G29022504702023","292254702023","83","8"
"G29022504703011","292254703011","60","4"
"G29022504703012","292254703012","57","4"
"G29022504703013","292254703013","72","6"
"G29022504703014","292254703014","76","6"
"G29022504703021","292254703021","61","4"
"G29022504703022","292254703022","69","5"
"G29022504703023","292254703023","71","6"
"G29022504704011","292254704011","72","6"
"G29022504704012","292254704012","85","8"
"G29022504704013","292254704013","93","9"
"G29022504704021","292254704021","80","7"
"G29022504704022","292254704022","GQ","GQ"
"G29022709601001","292279601001","79","7"
"G29022709601002","292279601002","97","10"
"G29022709601003","292279601003","90","9"
"G29022904901001","292294901001","79","7"
"G29022904901002","292294901002","64","5"
"G29022904901003","292294901003","92","9"
"G29022904901004","292294901004","73","6"
"G29022904902001","292294902001","68","5"
"G29022904902002","292294902002","69","5"
"G29022904902003","292294902003","73","6"
"G29022904902004","292294902004","86","8"
"G29022904903001","292294903001","83","8"
"G29022904903002","292294903002","83","8"
"G29022904903003","292294903003","64","5"
"G29022904903004","292294903004","97","10"
"G29022904903005","292294903005","92","9"
"G29022904904001","292294904001","95","10"
"G29022904904002","292294904002","95","10"
"G29022904904003","292294904003","95","10"
"G29022904904004","292294904004","95","10"
"G29022904904005","292294904005","95","10"
"G29022904904006","292294904006","95","10"
"G29051001011001","295101011001","76","6"
"G29051001011002","295101011002","86","8"
"G29051001012001","295101012001","60","4"
"G29051001012002","295101012002","61","4"
"G29051001012003","295101012003","58","4"
"G29051001013001","295101013001","69","5"
"G29051001013002","295101013002","67","5"
"G29051001013003","295101013003","51","3"
"G29051001013004","295101013004","77","7"
"G29051001014001","295101014001","80","7"
"G29051001014002","295101014002","83","8"
"G29051001014003","295101014003","62","4"
"G29051001015001","295101015001","88","8"
"G29051001015002","295101015002","97","10"
"G29051001018001","295101018001","89","9"
"G29051001018002","295101018002","95","10"
"G29051001018003","295101018003","89","9"
"G29051001018004","295101018004","83","8"
"G29051001021001","295101021001","68","5"
"G29051001021002","295101021002","69","5"
"G29051001021003","295101021003","75","6"
"G29051001022001","295101022001","55","3"
"G29051001022002","295101022002","61","4"
"G29051001022003","295101022003","66","5"
"G29051001022004","295101022004","42","2"
"G29051001022005","295101022005","57","4"
"G29051001022006","295101022006","31","1"
"G29051001022007","295101022007","39","2"
"G29051001023001","295101023001","74","6"
"G29051001023002","295101023002","75","6"
"G29051001024001","295101024001","74","6"
"G29051001024002","295101024002","75","6"
"G29051001024003","295101024003","70","6"
"G29051001025001","295101025001","72","6"
"G29051001025002","295101025002","72","6"
"G29051001031001","295101031001","55","3"
"G29051001031002","295101031002","65","5"
"G29051001031003","295101031003","40","2"
"G29051001034001","295101034001","64","5"
"G29051001034002","295101034002","52","3"
"G29051001036001","295101036001","72","6"
"G29051001036002","295101036002","42","2"
"G29051001037001","295101037001","66","5"
"G29051001037002","295101037002","66","5"
